Name of the body; position x; position y; position z; size of velocity vector
jupiter; 4.897858247978044; -0.8487472832982894; -0.1061754757222447; 2.880990089067386;
saturn; 8.229497546334109; 4.32426586273349; -0.40246730460593855; 2.0891360319248604;
uranus; 13.013046450392114; -15.015090949360427; -0.22449172813480028; 1.387916354005466;
neptune; 15.487250235726748; -25.853650741756756; 0.1754339143975456; 1.1461302056176081;
sun; -3.3988657961855586e-05; -0.00039514671367152745; 2.578826289631586e-06; 0.0033115504240071912;
jupiter; 4.902048425060817; -0.8202408330012005; -0.10638732229888892; 2.881354146052575;
saturn; 8.218902785213976; 4.342273529158688; -0.4023594370589381; 2.0893459471366285;
uranus; 13.023796025659866; -15.006312669965377; -0.22459870039718763; 1.387886885302886;
neptune; 15.497014403867704; -25.847658867921137; 0.17508604642654815; 1.1461349993437595;
sun; -3.577054070018594e-05; -0.0004282241176935252; 2.7690171111629065e-06; 0.00331259103343022;
jupiter; 4.906081101147185; -0.7917080144601786; -0.10659575171406264; 2.881714165446599;
saturn; 8.208267688205764; 4.360259827023335; -0.4022495926618483; 2.089555610749447;
uranus; 13.034539040402176; -14.99752682664938; -0.22470555951130455; 1.387857440074433;
neptune; 15.506776334391713; -25.841663259100912; 0.17473815307973334; 1.146139792789167;
sun; -3.738993826645866e-05; -0.00046132021723057753; 2.9553687685612685e-06; 0.0033136218552881668;
jupiter; 4.909956085324562; -0.7631497355276301; -0.1068007559418922; 2.882070132209816;
saturn; 8.197592294715838; 4.378224660850433; -0.40213777130484496; 2.089765021756959;
uranus; 13.045275489615934; -14.988733424325387; -0.22481230543038172; 1.3878280183165683;
neptune; 15.51653602586125; -25.835663916119618; 0.17439023440720294; 1.1461445859508324;
sun; -3.8846684819181276e-05; -0.0004944341163708372; 3.13787368016937e-06; 0.003314642868896923;
jupiter; 4.913673192334802; -0.7345669056941225; -0.10700232707640571; 2.8824220314504405;
saturn; 8.186876644388766; 4.396167935215587; -0.4020239728883143; 2.089974179158281;
uranus; 13.056005368301506; -14.979932467909201; -0.2249189381077037; 1.3877986200258823;
neptune; 15.526293476839054; -25.82966083980135; 0.17404229045906364; 1.146149378825781;
sun; -4.0140619999957135e-05; -0.0005275649176913319; 3.316524382251086e-06; 0.003315654053823309;
jupiter; 4.917232242590972; -0.7059604360486902; -0.10720045733207333; 2.8827698484256334;
saturn; 8.17612077710733; 4.414089554747677; -0.4019081973228635; 2.0901830819580938;
uranus; 13.066728671462743; -14.971123962319487; -0.22502545749660893; 1.387769245199096;
neptune; 15.53604868588813; -25.823654030970754; 0.17369432128542694; 1.1461541714110635;
sun; -4.127158894919095e-05; -0.0005607117222962464; 3.4913135295040894e-06; 0.0033166553898868007;
jupiter; 4.920633062193803; -0.6773312392389411; -0.10739513904434084; 2.883113568542591;
saturn; 8.165324732992524; 4.431989424129536; -0.4017904445293312; 2.090391729166742;
uranus; 13.077445394106974; -14.962307912477756; -0.22513186355048984; 1.387739893833062;
neptune; 15.54580165157174; -25.81764349045303; 0.1733463269364092; 1.146158963703753;
sun; -4.223944232147987e-05; -0.0005938736298553934; 3.6622338955661976e-06; 0.003317646857161251;
jupiter; 4.9238754829478095; -0.6486802294309685; -0.10758636467015686; 2.8834531773596157;
saturn; 8.154488552403544; 4.449867448098626; -0.40167071443879865; 2.0906001198003246;
uranus; 13.088155531245013; -14.953484323308368; -0.2252381562227927; 1.387710565924768;
neptune; 15.55555237245341; -25.811629219073925; 0.17299830746213155; 1.1461637557009492;
sun; -4.304403630068763e-05; -0.0006270497386428666; 3.829278373515374e-06; 0.0033186284359765904;
jupiter; 4.926959342377079; -0.6200083222690697; -0.1077741267884933; 2.8837886605871828;
saturn; 8.143612275937796; 4.467723531447715; -0.40154900699259993; 2.090808252880795;
uranus; 13.09885907789115; -14.944653199738521; -0.2253443354670178; 1.3876812614713359;
neptune; 15.565300847096934; -25.805611217659745; 0.17265026291271993; 1.146168547399775;
sun; -4.368523261469921e-05; -0.0006602391455758765; 3.992439976363316e-06; 0.0033196001069205183;
jupiter; 4.929884483740725; -0.5913164348352757; -0.1079584181008591; 2.8841200040889987;
saturn; 8.13269594443088; 4.4855575790255555; -0.40142532214233273; 2.0910161274360575;
uranus; 13.109556029063166; -14.935814546698252; -0.2254504012367193; 1.3876519804700247;
neptune; 15.575047074066362; -25.799589487037345; 0.17230219333830507; 1.1461733387973791;
sun; -4.4162898549853604e-05; -0.0006934409462537635; 4.151711837542561e-06; 0.0033205618508401714;
jupiter; 4.9326507560480115; -0.5626054856086955; -0.10813923143180733; 2.8844471938830436;
saturn; 8.121739598956585; 4.503369495737569; -0.4012996598498689; 2.0912237425000635;
uranus; 13.120246379782316; -14.926968369120425; -0.22555635348550543; 1.3876227229182327;
neptune; 15.584791051926013; -25.79356402803413; 0.17195409878902246; 1.1461781298909353;
sun; -4.4476906965052254e-05; -0.0007266542349971857; 4.307087211387045e-06; 0.0033215136488437824;
jupiter; 4.935258014073126; -0.5338763944246764; -0.10831655972943531; 2.884770216142609;
saturn; 8.110743280826874; 4.521159186546527; -0.4011720200873648; 2.0914310971129138;
uranus; 13.130930125073347; -14.918114671940737; -0.22566219216703834; 1.3875934888134973;
neptune; 15.594532779240467; -25.787534841478056; 0.1716059793150123; 1.1461829206776424;
sun; -4.462713630554078e-05; -0.0007598781048874787; 4.458559473606047e-06; 0.003322455482302321;
jupiter; 4.937706118369622; -0.5051300824337864; -0.10849039606587788; 2.8850890571973213;
saturn; 8.09970703159187; 4.538926556473228; -0.40104240283727194; 2.0916381903209538;
uranus; 13.141607259964486; -14.9092534600977; -0.22576791723503417; 1.3875642781534974;
neptune; 15.604272254574571; -25.78150192819763; 0.1712578349664196; 1.1461877111547247;
sun; -4.461347061636164e-05; -0.0007931116478061826; 4.606122121751449e-06; 0.003323387332851118;
jupiter; 4.939994935284513; -0.47636747206062025; -0.10866073363779365; 2.885403703534161;
saturn; 8.088630893039847; 4.556671510597196; -0.40091080809234714; 2.091845021176878;
uranus; 13.152277779487447; -14.900384738532646; -0.22587352864326307; 1.3875350909360542;
neptune; 15.614009476493434; -25.77546528902191; 0.170909665793394; 1.1461925013194327;
sun; -4.44357995554754e-05; -0.0008263539544747363; 4.749768775678251e-06; 0.0033243091823914753;
jupiter; 4.942124336972021; -0.44758948696243245; -0.10882756576684424; 2.8857141417984624;
saturn; 8.077514907197202; 4.574393954057356; -0.40077723585566316; 2.092051588739829;
uranus; 13.16294167867743; -14.89150851218972; -0.2259790263455492; 1.387505927159133;
neptune; 15.623744443562432; -25.7694249247805; 0.17056147184608986; 1.146197291169042;
sun; -4.4094018406548416e-05; -0.000859604114494331; 4.88949317799828e-06; 0.003325221013092254;
jupiter; 4.944094201406973; -0.4187970519876021; -0.10899088590016637; 2.8860203587949114;
saturn; 8.066359116328437; 4.592093792052728; -0.40064168614061885; 2.092257892075498;
uranus; 13.173598952573125; -14.882624786015874; -0.22608441029577078; 1.3874767868208435;
neptune; 15.6334771543472; -25.76338083630355; 0.1702132531746662; 1.1462020807008544;
sun; -4.3588028091404545e-05; -0.0008928612163859246; 5.025289194527011e-06; 0.0033261228073914505;
jupiter; 4.945904412397852; -0.3899910931339318; -0.10915068761083675; 2.886322341488526;
saturn; 8.055163562936142; 4.609770929843111; -0.40050415897094943; 2.09246393025623;
uranus; 13.184249596216704; -14.873733564960864; -0.22618968044786006; 1.3874476699194425;
neptune; 15.643207607413649; -25.75733302442177; 0.16986500982928676; 1.1462068699121983;
sun; -4.291773518213886e-05; -0.0009261243476304088; 5.157150814723464e-06; 0.0033270145479977553;
jupiter; 4.947554859599494; -0.3611725375067847; -0.10930696459832977; 2.886620077005631;
saturn; 8.043928289760961; 4.627425272749783; -0.4003646543807368; 2.092669702361124;
uranus; 13.194893604653831; -14.864834853977241; -0.2262948367558034; 1.3874185764533329;
neptune; 15.652935801327946; -25.751281489966402; 0.1695167418601199; 1.146211658800428;
sun; -4.20830519128911e-05; -0.0009593925947089298; 5.285072152123094e-06; 0.0033278962178920892;
jupiter; 4.9490454385254194; -0.3323423132770629; -0.10945971068896775; 2.886913552634819;
saturn; 8.032653339781566; 4.645056726156187; -0.4002231724144198; 2.0928752074761383;
uranus; 13.205530972933662; -14.855928658020355; -0.22639987917364116; 1.3873895064210664;
neptune; 15.662661734656528; -25.745226233769248; 0.16916844931733857; 1.146216447362924;
sun; -4.1083896191276727e-05; -0.0009926650431433565; 5.409047444763611e-06; 0.003328767800329128;
jupiter; 4.950376050559822; -0.30350134963903136; -0.10960891983636396; 2.8872027558278974;
saturn; 8.021338756214634; 4.662665195508627; -0.4000797131268041; 2.093080444694195;
uranus; 13.216161696108838; -14.847014982048343; -0.22650480765546788; 1.3873604598213443;
neptune; 15.672385405966095; -25.739167256662654; 0.16882013225112041; 1.1462212355970935;
sun; -3.992019160947364e-05; -0.001025940777536893; 5.529071055603695e-06; 0.0033296292788388034;
jupiter; 4.951546602969188; -0.27465057676799076; -0.1097545861218581; 2.887487674200831;
saturn; 8.009984582514804; 4.680250586316964; -0.39993427658307285; 2.093285413115283;
uranus; 13.226785769235496; -14.838093831022125; -0.22660962215543218; 1.387331436653017;
neptune; 15.682106813823617; -25.73310455947951; 0.1684717907116476; 1.1462260235003707;
sun; -3.859186745496234e-05; -0.0010592188816148334; 5.645137472934506e-06; 0.0033304806372277916;
jupiter; 4.952557008913552; -0.24579092577780243; -0.10989670375494422; 2.887768295534665;
saturn; 7.998590862374648; 4.697812804155313; -0.39978686285879617; 2.093490111846565;
uranus; 13.237403187373262; -14.829165209905401; -0.22671432262773683; 1.3873024369150868;
neptune; 15.691825956796333; -25.727038143053253; 0.16812342474910696; 1.1462308110702162;
sun; -3.7098858720917687e-05; -0.0010924984382654533; 5.757241310783971e-06; 0.0033313218595809775;
jupiter; 4.953407187457397; -0.2169233286782698; -0.11003526707369118; 2.8880446077764454;
saturn; 7.987157639724636; 4.715351754662744; -0.3996374720399417; 2.0936945400024802;
uranus; 13.248013945585257; -14.820229123664651; -0.22681890902663873; 1.387273460606708;
neptune; 15.70154283345174; -25.72096800821787; 0.1677750344136898; 1.1462355983041175;
sun; -3.544110611625023e-05; -0.0011257785295810357; 5.865377309313753e-06; 0.003332152930262904;
jupiter; 4.954097063580177; -0.1880487183323798; -0.11017027054515542; 2.8883165990401176;
saturn; 7.975684958733092; 4.73286734354398; -0.39948610422288455; 2.093898696704855;
uranus; 13.258618038938094; -14.811285577269123; -0.22692338130644898; 1.3872445077271873;
neptune; 15.71125744235761; -25.714894155807887; 0.16742661975559203; 1.1462403851995893;
sun; -3.361855607529521e-05; -0.0011590582368990285; 5.969540335208872e-06; 0.0033329738339192014;
jupiter; 4.954626568186483; -0.159168028413408; -0.11030170876578595; 2.888584257607422;
saturn; 7.964172863806155; 4.7503594765700985; -0.3993327595144171; 2.0941025810830043;
uranus; 13.269215462501885; -14.80233457569083; -0.2270277394215329; 1.3872155782759847;
neptune; 15.720969782081982; -25.70881658665838; 0.1670781808250141; 1.1462451717541733;
sun; -3.163116076714739e-05; -0.001192336640843327; 6.069725382059904e-06; 0.0033337845554779937;
jupiter; 4.95499563811583; -0.13028219336189117; -0.11042957646182172; 2.8888475719287694;
saturn; 7.952621399587734; 4.767828059579239; -0.3991774380317593; 2.0943061922738417;
uranus; 13.279806211350232; -14.793376123904551; -0.22713198332630993; 1.3871866722527146;
neptune; 15.730679851193159; -25.702735301604967; 0.166729717672161; 1.1462499579654386;
sun; -2.9478878104639892e-05; -0.0012256128213656815; 6.165927570737713e-06; 0.0033345850801512933;
jupiter; 4.955204216152073; -0.10139214834247144; -0.11055386848968107; 2.8891065306241153;
saturn; 7.941030610959463; 4.785272998477304; -0.39902013990256846; 2.094509529421985;
uranus; 13.29039028056024; -14.78441022688782; -0.22723611297525384; 1.387157789657146;
neptune; 15.740387648259714; -25.696650301483814; 0.16638123034724217; 1.146254743830981;
sun; -2.7161671752965183e-05; -0.0012588858577872234; 6.25814214976065e-06; 0.0033353753934363684;
jupiter; 4.955252251032456; -0.07249882920061543; -0.11067457983634336; 2.889361122483809;
saturn; 7.929400543040651; 4.802694199238671; -0.3988608652649492; 2.0947125916798646;
uranus; 13.300967665212509; -14.775436889620927; -0.2273401283228926; 1.3871289304892038;
neptune; 15.75009317185049; -25.690561587131626; 0.16603271890047158; 1.1462595293484246;
sun; -2.4679511137936625e-05; -0.0012921548288401077; 6.3463644956541775e-06; 0.003336155481117093;
jupiter; 4.955139697456273; -0.04360317241921269; -0.11079170561972264; 2.8896113364694394;
saturn; 7.917731241188231; 4.8200915679068945; -0.3986996142674635; 2.094915378207829;
uranus; 13.311538360391138; -14.766456117086909; -0.22744402932380847; 1.3871000947489682;
neptune; 15.7597964205346; -25.684469159385653; 0.16568418338206767; 1.14626431451542;
sun; -2.2032371453888768e-05; -0.001325418812709267; 6.430590113302853e-06; 0.00333692532926528;
jupiter; 4.954866516093165; -0.014706115075057143; -0.1109052410890333; 2.889857161714667;
saturn; 7.90602275099671; 4.837465010595422; -0.39853638706914046; 2.095117888174255;
uranus; 13.322102361183727; -14.757467914271547; -0.22754781593263798; 1.3870712824366762;
neptune; 15.769497392881421; -25.67837301908369; 0.16533562384225334; 1.1462690993296465;
sun; -1.92202336712148e-05; -0.0013586768870742748; 6.51081463629463e-06; 0.0033376849242419833;
jupiter; 4.9544326735910245; 0.014191405204784433; -0.11101518162514773; 2.8900985875260377;
saturn; 7.89427511829811; 4.854814433488304; -0.3983711838394864; 2.0953201207556527;
uranus; 13.332659662681378; -14.748472286163366; -0.22765148810407204; 1.3870424935527217;
neptune; 15.779196087460603; -25.672273167064073; 0.16498704033125594; 1.1462738837888096;
sun; -1.6243084543539558e-05; -0.0013919281291513127; 6.587033827257418e-06; 0.0033384342526987967;
jupiter; 4.95383814258353; 0.043088450286713015; -0.11112152274094587; 2.8903356033837913;
saturn; 7.882488389161914; 4.872139742840906; -0.39820400475849455; 2.095522075136775;
uranus; 13.343210259978692; -14.739469237753624; -0.22775504579285583; 1.387013728097656;
neptune; 15.788892502842065; -25.66616960416568; 0.16463843289930724; 1.1462786678906436;
sun; -1.3100916614526542e-05; -0.001425171615735238; 6.659243578187856e-06; 0.003339173301579114;
jupiter; 4.953082901697291; 0.07198408157444292; -0.11122426008165658; 2.890568198942654;
saturn; 7.8706626098950005; 4.889440844980626; -0.398034850016655; 2.095723750510724;
uranus; 13.353754148173776; -14.730458774036313; -0.22785848895378893; 1.3869849860721877;
neptune; 15.798586637596; -25.660062331227934; 0.16428980159664344; 1.14628345163291;
sun; -9.79372822431742e-06; -0.0014584064232417498; 6.727439910772244e-06; 0.003339902058119377;
jupiter; 4.952166935558612; 0.10087736005294831; -0.11132338942519078; 2.8907963640326155;
saturn; 7.858797827041589; 4.906717646307611; -0.3978637198149646; 2.0959251460790593;
uranus; 13.364291322368242; -14.721440900008151; -0.2279618175417253; 1.3869562674771838;
neptune; 15.808278490292862; -25.653951349090796; 0.16394114647350513; 1.1462882350133983;
sun; -6.321523515602594e-06; -0.0014916316277496459; 6.791618976699588e-06; 0.0033406205098503016;
jupiter; 4.951090234799868; 0.12976734633250678; -0.11141890668246641; 2.891020088659698;
saturn; 7.84689408738317; 4.923970053295475; -0.39769061436493675; 2.0961262610519054;
uranus; 13.374821777667208; -14.71241562066858; -0.22806503151157326; 1.38692757231367;
neptune; 15.817968059503386; -25.64783665859477; 0.1635924675801373; 1.1462930180299256;
sun; -2.6843124393213946e-06; -0.001524846305043171; 6.851777057966715e-06; 0.003341328644598082;
jupiter; 4.949852796065497; 0.1586531006928356; -0.11151080789772502; 2.8912393630067084;
saturn; 7.83495143793844; 4.94119797249202; -0.3975155338886113; 2.0963270946480574;
uranus; 13.385345509179297; -14.70338294101976; -0.22816813081829565; 1.3868989005828303;
neptune; 15.827655343798572; -25.641718260580898; 0.16324376496678925; 1.146297800680337;
sun; 1.117889240009438e-06; -0.0015580495306544478; 6.907910567175397e-06; 0.0033420264504855704;
jupiter; 4.948454622017598; 0.18753368312731689; -0.11159908924884002; 2.891454177433979;
saturn; 7.822969925963236; 4.958401310519958; -0.3973384786185645; 2.0965276460950895;
uranus; 13.39586251201664; -14.694342866066567; -0.22827111541690973; 1.3868702522860077;
neptune; 15.837340341749695; -25.63559615589077; 0.16289503868371474; 1.1463025829625055;
sun; 5.0850599393403085e-06; -0.0015912403799059926; 6.960016047821458e-06; 0.003342713915933437;
jupiter; 4.9468957213411455; 0.2164081533873072; -0.11168374704761648; 2.8916645224800943;
saturn; 7.81094959895046; 4.975579974077634; -0.3971594487979185; 2.09672791462946;
uranus; 13.406372781294879; -14.685295400816587; -0.22837398526248717; 1.386841627424703;
neptune; 15.847023051928298; -25.629470345366506; 0.1625462887811718; 1.1463073648743323;
sun; 9.21717225250761e-06; -0.0016244179279533042; 7.0080901745758e-06; 0.0033433910296613092;
jupiter; 4.945176108748807; 0.2452755710265278; -0.11176477774008257; 2.8918703888626047;
saturn; 7.798890504630005; 4.992733869939757; -0.3969784446803516; 2.096927899496619;
uranus; 13.416876312133166; -14.676240550280117; -0.22847674031015425; 1.386813026000578;
neptune; 15.856703472906199; -25.623340829850775; 0.16219751530942284; 1.146312146413746;
sun; 1.3514192946028064e-05; -0.0016575812498275304; 7.052129753557321e-06; 0.003344057780688883;
jupiter; 4.943295804985372; 0.27413499544553105; -0.11184217790677245; 2.892071767478728;
saturn; 7.786792690968688; 5.009862904958118; -0.396795466530108; 2.0971275999511105;
uranus; 13.427373099654163; -14.66717831947015; -0.2285793805150917; 1.3867844480154525;
neptune; 15.866381603255489; -25.61720761018678; 0.1618487183187345; 1.1463169275787037;
sun; 1.797608295526974e-05; -0.0016907294204782; 7.092131722597666e-06; 0.003344714158337019;
jupiter; 4.941254836831782; 0.30298548593623886; -0.11191594426300054; 2.8922686494060335;
saturn; 7.774656206170163; 5.0269669860623285; -0.39661051462200747; 2.0973270152566807;
uranus; 13.437863138984047; -14.658108713402381; -0.2286819058325348; 1.386755893471306;
neptune; 15.876057441548529; -25.611070687218266; 0.16149989785937785; 1.1463217083671904;
sun; 2.2602797381000832e-05; -0.0017238615148160229; 7.128093151497791e-06; 0.003345360152228809;
jupiter; 4.939053237108776; 0.33182610172654936; -0.11198607365912731; 2.8924610259031165;
saturn; 7.762481098674847; 5.044046020260546; -0.39642358924145543; 2.0975261446863795;
uranus; 13.44834642525251; -14.649031737095202; -0.2287843162177735; 1.3867273623702778;
neptune; 15.885730986357954; -25.604930061789513; 0.1611510539816281; 1.1463264887772189;
sun; 2.7394285486317287e-05; -0.0017569766077557502; 7.160011242276272e-06; 0.003345995752290622;
jupiter; 4.936691044680123; 0.3606559020250067; -0.11205256308081642; 2.89264888841026;
saturn; 7.7502674171598365; 5.06109991464021; -0.3962346906844528; 2.0977249875226653;
uranus; 13.458822953592756; -14.63994739556969; -0.22888661162615226; 1.386698854714665;
neptune; 15.895402236256675; -25.598785734745345; 0.16080218673576482; 1.14633126880683;
sun; 3.2350490693950276e-05; -0.0017900737742590918; 7.187883329409345e-06; 0.0033466209487531297;
jupiter; 4.9341683044554765; 0.3894739460655307; -0.11211540964928307; 2.8928322285500765;
saturn; 7.738015210538824; 5.078128576368776; -0.39604381925760573; 2.097923543057506;
uranus; 13.46929271914151; -14.630855693849613; -0.22898879201307018; 1.386670370506926;
neptune; 15.905071189817875; -25.59263770693112; 0.16045329617207185; 1.1463360484540932;
sun; 3.7471350583954446e-05; -0.0018231520893776873; 7.211706880062625e-06; 0.0033472357321523045;
jupiter; 4.931485067392814; 0.4182792931522014; -0.11217461062153382; 2.8930110381281438;
saturn; 7.725724527962011; 5.095131912694451; -0.3958509752781358; 2.09812181059248;
uranus; 13.47975571703901; -14.621756636961418; -0.22909085733398105; 1.3866419097496763;
neptune; 15.91473784561501; -25.586485979192737; 0.16010438234083724; 1.1463408277171052;
sun; 4.275679689177793e-05; -0.0018562106282961255; 7.231479494314467e-06; 0.0033478400933303946;
jupiter; 4.9286413905004895; 0.44707100270409444; -0.11223016339059746; 2.893185309133621;
saturn; 7.713395418816023; 5.112109830946933; -0.39565615907388973; 2.0983197894388796;
uranus; 13.490211942429019; -14.612650229934234; -0.22919280754439333; 1.386613472445692;
neptune; 15.924402202221811; -25.580330552376626; 0.15975544529235325; 1.1463456065939914;
sun; 4.8206755506714886e-05; -0.0018892484663750094; 7.24719890537094e-06; 0.003348434023436877;
jupiter; 4.925637336838879; 0.4758481343001631; -0.11228206548574728; 2.8933550337398533;
saturn; 7.701027932723816; 5.129062238538153; -0.3954593709833495; 2.0985174789178056;
uranus; 13.500661390458815; -14.603536477799862; -0.22929464259987017; 1.3865850585979067;
neptune; 15.934064258212288; -25.574171427329762; 0.1594064850769164; 1.1463503850829047;
sun; 5.3821146470741425e-05; -0.0019222646791940625; 7.258862979772369e-06; 0.0033490175139293857;
jupiter; 4.922472975521625; 0.5046097477241624; -0.11233031457271427; 2.893520204304964;
saturn; 7.688622119544587; 5.145989042963015; -0.39526061135564217; 2.0987148783602674;
uranus; 13.511104056279201; -14.594415385592775; -0.22939636245602946; 1.386556668209414;
neptune; 15.94372401216072; -25.568008604899653; 0.15905750174482738; 1.1463551631820261;
sun; 5.959988397773564e-05; -0.00195525834259527; 7.266469717591423e-06; 0.0033495905565746166;
jupiter; 4.9191483817164885; 0.5333549030096115; -0.1123749084538917; 2.893680813372428;
saturn; 7.676178029373677; 5.162890151800141; -0.39505988055055; 2.098911987107279;
uranus; 13.521539935044506; -14.585286958350112; -0.22949796706854383; 1.3865283012834655;
neptune; 15.953381462641667; -25.56184208593434; 0.15870849534639112; 1.1463599408895648;
sun; 6.554287637308248e-05; -0.001988228532726055; 7.270017252622702e-06; 0.0033501531434492046;
jupiter; 4.915663636645784; 0.5620826604847887; -0.11241584506853064; 2.893836853671639;
saturn; 7.663695712542476; 5.17976547271262; -0.39485717893852057; 2.0991088045099535;
uranus; 13.531969021912579; -14.576151201111676; -0.22959945639314075; 1.3864999578234702;
neptune; 15.963036608229963; -25.55567187128241; 0.15835946593191666; 1.1463647182037577;
sun; 7.165002615366407e-05; -0.0020211743260824806; 7.26950385256381e-06; 0.003350705266940582;
jupiter; 4.912018827586424; 0.5907920808177568; -0.11245312249292655; 2.893988318118453;
saturn; 7.651175219618327; 5.19661491344875; -0.3946525069006766; 2.0993053299295976;
uranus; 13.542391312044797; -14.56700811891993; -0.22970083038560246; 1.3864716378329962;
neptune; 15.972689447500716; -25.549497961792976; 0.15801041355171724; 1.1463694951228702;
sun; 7.792122996823608e-05; -0.0020540947995524787; 7.264927919187859e-06; 0.003351246919747806;
jupiter; 4.90821404786955; 0.6194822250614122; -0.11248673894059695; 2.894135199815727;
saturn; 7.638616601404423; 5.213438381842793; -0.3944458648288263; 2.0995015627378;
